title:Just Another Team's MnK rolls - Season 19
description:Just Another Team's recommendations for Season 19. Recommended for Mouse and Keyboard.

//notes: While unfortunately Long Arm hasn’t quite stacked up as the Legendary  Dead Man’s Tale, it still shines in it’s own niche. While normally I’d suggest Rapid Hit over all others, the long reload time means that Rapid Hit falls off after only a couple of bullets reloaded. Either go into Wellspring and commit to Scout Reloaders and reload boosters, or run with Compulsive Reloader and try not go below half ammo. tags:god-pve
dimwishlist:item=2978226043&perks=2713678205,679225683,536173722,2241043034
dimwishlist:item=2978226043&perks=2713678205,679225683,536173722,1782407750
dimwishlist:item=2978226043&perks=2713678205,679225683,536173722,3878366039
dimwishlist:item=2978226043&perks=2713678205,679225683,536173722,951095735
dimwishlist:item=2978226043&perks=2713678205,679225683,536173722,2675184851
dimwishlist:item=2978226043&perks=2713678205,679225683,536173722,4293542123
dimwishlist:item=2978226043&perks=2713678205,679225683,536173722,2675361166
dimwishlist:item=2978226043&perks=2713678205,679225683,536173722,3592538738
dimwishlist:item=2978226043&perks=2713678205,679225683,691659142,2241043034
dimwishlist:item=2978226043&perks=2713678205,679225683,691659142,1782407750
dimwishlist:item=2978226043&perks=2713678205,679225683,691659142,3878366039
dimwishlist:item=2978226043&perks=2713678205,679225683,691659142,951095735
dimwishlist:item=2978226043&perks=2713678205,679225683,691659142,2675184851
dimwishlist:item=2978226043&perks=2713678205,679225683,691659142,4293542123
dimwishlist:item=2978226043&perks=2713678205,679225683,691659142,2675361166
dimwishlist:item=2978226043&perks=2713678205,679225683,691659142,3592538738
dimwishlist:item=2978226043&perks=2713678205,1087426260,1906147653,2241043034
dimwishlist:item=2978226043&perks=2713678205,1087426260,1906147653,1782407750
dimwishlist:item=2978226043&perks=2713678205,1087426260,1906147653,3878366039
dimwishlist:item=2978226043&perks=2713678205,1087426260,1906147653,951095735
dimwishlist:item=2978226043&perks=2713678205,1087426260,1906147653,2675184851
dimwishlist:item=2978226043&perks=2713678205,1087426260,1906147653,4293542123
dimwishlist:item=2978226043&perks=2713678205,1087426260,1906147653,2675361166
dimwishlist:item=2978226043&perks=2713678205,1087426260,1906147653,3592538738
dimwishlist:item=2978226043&perks=2713678205,1087426260,3523296417,2241043034
dimwishlist:item=2978226043&perks=2713678205,1087426260,3523296417,1782407750
dimwishlist:item=2978226043&perks=2713678205,1087426260,3523296417,3878366039
dimwishlist:item=2978226043&perks=2713678205,1087426260,3523296417,951095735
dimwishlist:item=2978226043&perks=2713678205,1087426260,3523296417,2675184851
dimwishlist:item=2978226043&perks=2713678205,1087426260,3523296417,4293542123
dimwishlist:item=2978226043&perks=2713678205,1087426260,3523296417,2675361166
dimwishlist:item=2978226043&perks=2713678205,1087426260,3523296417,3592538738
dimwishlist:item=2978226043&perks=2713678205,1087426260,2682205016,2241043034
dimwishlist:item=2978226043&perks=2713678205,1087426260,2682205016,1782407750
dimwishlist:item=2978226043&perks=2713678205,1087426260,2682205016,3878366039
dimwishlist:item=2978226043&perks=2713678205,1087426260,2682205016,951095735
dimwishlist:item=2978226043&perks=2713678205,1087426260,2682205016,2675184851
dimwishlist:item=2978226043&perks=2713678205,1087426260,2682205016,4293542123
dimwishlist:item=2978226043&perks=2713678205,1087426260,2682205016,2675361166
dimwishlist:item=2978226043&perks=2713678205,1087426260,2682205016,3592538738
dimwishlist:item=2978226043&perks=2713678205,1087426260,3643424744,2241043034
dimwishlist:item=2978226043&perks=2713678205,1087426260,3643424744,1782407750
dimwishlist:item=2978226043&perks=2713678205,1087426260,3643424744,3878366039
dimwishlist:item=2978226043&perks=2713678205,1087426260,3643424744,951095735
dimwishlist:item=2978226043&perks=2713678205,1087426260,3643424744,2675184851
dimwishlist:item=2978226043&perks=2713678205,1087426260,3643424744,4293542123
dimwishlist:item=2978226043&perks=2713678205,1087426260,3643424744,2675361166
dimwishlist:item=2978226043&perks=2713678205,1087426260,3643424744,3592538738
dimwishlist:item=2978226043&perks=2713678205,1087426260,536173722,2241043034
dimwishlist:item=2978226043&perks=2713678205,1087426260,536173722,1782407750
dimwishlist:item=2978226043&perks=2713678205,1087426260,536173722,3878366039
dimwishlist:item=2978226043&perks=2713678205,1087426260,536173722,951095735
dimwishlist:item=2978226043&perks=2713678205,1087426260,536173722,2675184851
dimwishlist:item=2978226043&perks=2713678205,1087426260,536173722,4293542123
dimwishlist:item=2978226043&perks=2713678205,1087426260,536173722,2675361166
dimwishlist:item=2978226043&perks=2713678205,1087426260,536173722,3592538738
dimwishlist:item=2978226043&perks=2713678205,1087426260,691659142,2241043034
dimwishlist:item=2978226043&perks=2713678205,1087426260,691659142,1782407750
dimwishlist:item=2978226043&perks=2713678205,1087426260,691659142,3878366039
dimwishlist:item=2978226043&perks=2713678205,1087426260,691659142,951095735
dimwishlist:item=2978226043&perks=2713678205,1087426260,691659142,2675184851
dimwishlist:item=2978226043&perks=2713678205,1087426260,691659142,4293542123
dimwishlist:item=2978226043&perks=2713678205,1087426260,691659142,2675361166
dimwishlist:item=2978226043&perks=2713678205,1087426260,691659142,3592538738

//notes: tags:pvp
dimwishlist:item=2978226043&perks=580685494,3142289711,2682205016,3878366039
dimwishlist:item=2978226043&perks=580685494,3142289711,2682205016,951095735
dimwishlist:item=2978226043&perks=580685494,3142289711,2682205016,2241043034
dimwishlist:item=2978226043&perks=580685494,3142289711,2682205016,1782407750
dimwishlist:item=2978226043&perks=580685494,3142289711,2682205016,3102670337
dimwishlist:item=2978226043&perks=580685494,3142289711,2682205016,2224838837
dimwishlist:item=2978226043&perks=580685494,3142289711,3643424744,3878366039
dimwishlist:item=2978226043&perks=580685494,3142289711,3643424744,951095735
dimwishlist:item=2978226043&perks=580685494,3142289711,3643424744,2241043034
dimwishlist:item=2978226043&perks=580685494,3142289711,3643424744,1782407750
dimwishlist:item=2978226043&perks=580685494,3142289711,3643424744,3102670337
dimwishlist:item=2978226043&perks=580685494,3142289711,3643424744,2224838837
dimwishlist:item=2978226043&perks=580685494,3142289711,1906147653,3878366039
dimwishlist:item=2978226043&perks=580685494,3142289711,1906147653,951095735
dimwishlist:item=2978226043&perks=580685494,3142289711,1906147653,2241043034
dimwishlist:item=2978226043&perks=580685494,3142289711,1906147653,1782407750
dimwishlist:item=2978226043&perks=580685494,3142289711,1906147653,3102670337
dimwishlist:item=2978226043&perks=580685494,3142289711,1906147653,2224838837
dimwishlist:item=2978226043&perks=580685494,3142289711,3523296417,3878366039
dimwishlist:item=2978226043&perks=580685494,3142289711,3523296417,951095735
dimwishlist:item=2978226043&perks=580685494,3142289711,3523296417,2241043034
dimwishlist:item=2978226043&perks=580685494,3142289711,3523296417,1782407750
dimwishlist:item=2978226043&perks=580685494,3142289711,3523296417,3102670337
dimwishlist:item=2978226043&perks=580685494,3142289711,3523296417,2224838837
dimwishlist:item=2978226043&perks=580685494,3142289711,536173722,3878366039
dimwishlist:item=2978226043&perks=580685494,3142289711,536173722,951095735
dimwishlist:item=2978226043&perks=580685494,3142289711,536173722,2241043034
dimwishlist:item=2978226043&perks=580685494,3142289711,536173722,1782407750
dimwishlist:item=2978226043&perks=580685494,3142289711,536173722,3102670337
dimwishlist:item=2978226043&perks=580685494,3142289711,536173722,2224838837
dimwishlist:item=2978226043&perks=580685494,3142289711,691659142,3878366039
dimwishlist:item=2978226043&perks=580685494,3142289711,691659142,951095735
dimwishlist:item=2978226043&perks=580685494,3142289711,691659142,2241043034
dimwishlist:item=2978226043&perks=580685494,3142289711,691659142,1782407750
dimwishlist:item=2978226043&perks=580685494,3142289711,691659142,3102670337
dimwishlist:item=2978226043&perks=580685494,3142289711,691659142,2224838837
dimwishlist:item=2978226043&perks=580685494,679225683,2682205016,3878366039
dimwishlist:item=2978226043&perks=580685494,679225683,2682205016,951095735
dimwishlist:item=2978226043&perks=580685494,679225683,2682205016,2241043034
dimwishlist:item=2978226043&perks=580685494,679225683,2682205016,1782407750
dimwishlist:item=2978226043&perks=580685494,679225683,2682205016,3102670337
dimwishlist:item=2978226043&perks=580685494,679225683,2682205016,2224838837
dimwishlist:item=2978226043&perks=580685494,679225683,3643424744,3878366039
dimwishlist:item=2978226043&perks=580685494,679225683,3643424744,951095735
dimwishlist:item=2978226043&perks=580685494,679225683,3643424744,2241043034
dimwishlist:item=2978226043&perks=580685494,679225683,3643424744,1782407750
dimwishlist:item=2978226043&perks=580685494,679225683,3643424744,3102670337
dimwishlist:item=2978226043&perks=580685494,679225683,3643424744,2224838837
dimwishlist:item=2978226043&perks=580685494,679225683,1906147653,3878366039
dimwishlist:item=2978226043&perks=580685494,679225683,1906147653,951095735
dimwishlist:item=2978226043&perks=580685494,679225683,1906147653,2241043034
dimwishlist:item=2978226043&perks=580685494,679225683,1906147653,1782407750
dimwishlist:item=2978226043&perks=580685494,679225683,1906147653,3102670337
dimwishlist:item=2978226043&perks=580685494,679225683,1906147653,2224838837
dimwishlist:item=2978226043&perks=580685494,679225683,3523296417,3878366039
dimwishlist:item=2978226043&perks=580685494,679225683,3523296417,951095735
dimwishlist:item=2978226043&perks=580685494,679225683,3523296417,2241043034
dimwishlist:item=2978226043&perks=580685494,679225683,3523296417,1782407750
dimwishlist:item=2978226043&perks=580685494,679225683,3523296417,3102670337
dimwishlist:item=2978226043&perks=580685494,679225683,3523296417,2224838837
dimwishlist:item=2978226043&perks=580685494,679225683,536173722,3878366039
dimwishlist:item=2978226043&perks=580685494,679225683,536173722,951095735
dimwishlist:item=2978226043&perks=580685494,679225683,536173722,2241043034
dimwishlist:item=2978226043&perks=580685494,679225683,536173722,1782407750
dimwishlist:item=2978226043&perks=580685494,679225683,536173722,3102670337
dimwishlist:item=2978226043&perks=580685494,679225683,536173722,2224838837
dimwishlist:item=2978226043&perks=580685494,679225683,691659142,3878366039
dimwishlist:item=2978226043&perks=580685494,679225683,691659142,951095735
dimwishlist:item=2978226043&perks=580685494,679225683,691659142,2241043034
dimwishlist:item=2978226043&perks=580685494,679225683,691659142,1782407750
dimwishlist:item=2978226043&perks=580685494,679225683,691659142,3102670337
dimwishlist:item=2978226043&perks=580685494,679225683,691659142,2224838837

//notes: tags:pve,pvp
dimwishlist:item=2978226043&perks=1906147653,2241043034
dimwishlist:item=2978226043&perks=1906147653,1782407750
dimwishlist:item=2978226043&perks=1906147653,3878366039
dimwishlist:item=2978226043&perks=1906147653,951095735
dimwishlist:item=2978226043&perks=3523296417,2241043034
dimwishlist:item=2978226043&perks=3523296417,1782407750
dimwishlist:item=2978226043&perks=3523296417,3878366039
dimwishlist:item=2978226043&perks=3523296417,951095735
dimwishlist:item=2978226043&perks=2682205016,2241043034
dimwishlist:item=2978226043&perks=2682205016,1782407750
dimwishlist:item=2978226043&perks=2682205016,3878366039
dimwishlist:item=2978226043&perks=2682205016,951095735
dimwishlist:item=2978226043&perks=3643424744,2241043034
dimwishlist:item=2978226043&perks=3643424744,1782407750
dimwishlist:item=2978226043&perks=3643424744,3878366039
dimwishlist:item=2978226043&perks=3643424744,951095735
dimwishlist:item=2978226043&perks=536173722,2241043034
dimwishlist:item=2978226043&perks=536173722,1782407750
dimwishlist:item=2978226043&perks=536173722,3878366039
dimwishlist:item=2978226043&perks=536173722,951095735
dimwishlist:item=2978226043&perks=691659142,2241043034
dimwishlist:item=2978226043&perks=691659142,1782407750
dimwishlist:item=2978226043&perks=691659142,3878366039
dimwishlist:item=2978226043&perks=691659142,951095735

//notes: tags:pve
dimwishlist:item=2978226043&perks=1906147653,2241043034
dimwishlist:item=2978226043&perks=1906147653,1782407750
dimwishlist:item=2978226043&perks=1906147653,3878366039
dimwishlist:item=2978226043&perks=1906147653,951095735
dimwishlist:item=2978226043&perks=1906147653,2675184851
dimwishlist:item=2978226043&perks=1906147653,4293542123
dimwishlist:item=2978226043&perks=1906147653,2675361166
dimwishlist:item=2978226043&perks=1906147653,3592538738
dimwishlist:item=2978226043&perks=3523296417,2241043034
dimwishlist:item=2978226043&perks=3523296417,1782407750
dimwishlist:item=2978226043&perks=3523296417,3878366039
dimwishlist:item=2978226043&perks=3523296417,951095735
dimwishlist:item=2978226043&perks=3523296417,2675184851
dimwishlist:item=2978226043&perks=3523296417,4293542123
dimwishlist:item=2978226043&perks=3523296417,2675361166
dimwishlist:item=2978226043&perks=3523296417,3592538738
dimwishlist:item=2978226043&perks=2682205016,2241043034
dimwishlist:item=2978226043&perks=2682205016,1782407750
dimwishlist:item=2978226043&perks=2682205016,3878366039
dimwishlist:item=2978226043&perks=2682205016,951095735
dimwishlist:item=2978226043&perks=2682205016,2675184851
dimwishlist:item=2978226043&perks=2682205016,4293542123
dimwishlist:item=2978226043&perks=2682205016,2675361166
dimwishlist:item=2978226043&perks=2682205016,3592538738
dimwishlist:item=2978226043&perks=3643424744,2241043034
dimwishlist:item=2978226043&perks=3643424744,1782407750
dimwishlist:item=2978226043&perks=3643424744,3878366039
dimwishlist:item=2978226043&perks=3643424744,951095735
dimwishlist:item=2978226043&perks=3643424744,2675184851
dimwishlist:item=2978226043&perks=3643424744,4293542123
dimwishlist:item=2978226043&perks=3643424744,2675361166
dimwishlist:item=2978226043&perks=3643424744,3592538738
dimwishlist:item=2978226043&perks=536173722,2241043034
dimwishlist:item=2978226043&perks=536173722,1782407750
dimwishlist:item=2978226043&perks=536173722,3878366039
dimwishlist:item=2978226043&perks=536173722,951095735
dimwishlist:item=2978226043&perks=536173722,2675184851
dimwishlist:item=2978226043&perks=536173722,4293542123
dimwishlist:item=2978226043&perks=536173722,2675361166
dimwishlist:item=2978226043&perks=536173722,3592538738
dimwishlist:item=2978226043&perks=691659142,2241043034
dimwishlist:item=2978226043&perks=691659142,1782407750
dimwishlist:item=2978226043&perks=691659142,3878366039
dimwishlist:item=2978226043&perks=691659142,951095735
dimwishlist:item=2978226043&perks=691659142,2675184851
dimwishlist:item=2978226043&perks=691659142,4293542123
dimwishlist:item=2978226043&perks=691659142,2675361166
dimwishlist:item=2978226043&perks=691659142,3592538738

//notes: tags:pvp
dimwishlist:item=2978226043&perks=2682205016,3878366039
dimwishlist:item=2978226043&perks=2682205016,951095735
dimwishlist:item=2978226043&perks=2682205016,2241043034
dimwishlist:item=2978226043&perks=2682205016,1782407750
dimwishlist:item=2978226043&perks=2682205016,3102670337
dimwishlist:item=2978226043&perks=2682205016,2224838837
dimwishlist:item=2978226043&perks=3643424744,3878366039
dimwishlist:item=2978226043&perks=3643424744,951095735
dimwishlist:item=2978226043&perks=3643424744,2241043034
dimwishlist:item=2978226043&perks=3643424744,1782407750
dimwishlist:item=2978226043&perks=3643424744,3102670337
dimwishlist:item=2978226043&perks=3643424744,2224838837
dimwishlist:item=2978226043&perks=1906147653,3878366039
dimwishlist:item=2978226043&perks=1906147653,951095735
dimwishlist:item=2978226043&perks=1906147653,2241043034
dimwishlist:item=2978226043&perks=1906147653,1782407750
dimwishlist:item=2978226043&perks=1906147653,3102670337
dimwishlist:item=2978226043&perks=1906147653,2224838837
dimwishlist:item=2978226043&perks=3523296417,3878366039
dimwishlist:item=2978226043&perks=3523296417,951095735
dimwishlist:item=2978226043&perks=3523296417,2241043034
dimwishlist:item=2978226043&perks=3523296417,1782407750
dimwishlist:item=2978226043&perks=3523296417,3102670337
dimwishlist:item=2978226043&perks=3523296417,2224838837
dimwishlist:item=2978226043&perks=536173722,3878366039
dimwishlist:item=2978226043&perks=536173722,951095735
dimwishlist:item=2978226043&perks=536173722,2241043034
dimwishlist:item=2978226043&perks=536173722,1782407750
dimwishlist:item=2978226043&perks=536173722,3102670337
dimwishlist:item=2978226043&perks=536173722,2224838837
dimwishlist:item=2978226043&perks=691659142,3878366039
dimwishlist:item=2978226043&perks=691659142,951095735
dimwishlist:item=2978226043&perks=691659142,2241043034
dimwishlist:item=2978226043&perks=691659142,1782407750
dimwishlist:item=2978226043&perks=691659142,3102670337
dimwishlist:item=2978226043&perks=691659142,2224838837

//notes: tags:god-pve
dimwishlist:item=3102421004&perks=1840239774,106909392,1168162263,4104185692

//notes: A weapon to match up against Palindrome as the new best PvP Energy Handcannon. With good PvE rolls, this gun truly shines in PvP. With a huge number of PvP perks, a pure dueling roll with Rangefinder and EotS might be the best for general use - but you can get a lot of work out of many of the more kill focused perks tags:god-pvp
dimwishlist:item=3102421004&perks=1482024992,3142289711,2846385770,699525795

//notes: tags:pve
dimwishlist:item=3102421004&perks=1840239774,106909392,1168162263,4104185692
dimwishlist:item=3102421004&perks=1840239774,106909392,1168162263,1015611457
dimwishlist:item=3102421004&perks=1840239774,106909392,1168162263,3425386926
dimwishlist:item=3102421004&perks=1840239774,106909392,1168162263,776531651
dimwishlist:item=3102421004&perks=1840239774,3230963543,1168162263,4104185692
dimwishlist:item=3102421004&perks=1840239774,3230963543,1168162263,1015611457
dimwishlist:item=3102421004&perks=1840239774,3230963543,1168162263,3425386926
dimwishlist:item=3102421004&perks=1840239774,3230963543,1168162263,776531651
dimwishlist:item=3102421004&perks=1840239774,1087426260,1168162263,4104185692
dimwishlist:item=3102421004&perks=1840239774,1087426260,1168162263,1015611457
dimwishlist:item=3102421004&perks=1840239774,1087426260,1168162263,3425386926
dimwishlist:item=3102421004&perks=1840239774,1087426260,1168162263,776531651
dimwishlist:item=3102421004&perks=4090651448,106909392,1168162263,4104185692
dimwishlist:item=3102421004&perks=4090651448,106909392,1168162263,1015611457
dimwishlist:item=3102421004&perks=4090651448,106909392,1168162263,3425386926
dimwishlist:item=3102421004&perks=4090651448,106909392,1168162263,776531651
dimwishlist:item=3102421004&perks=4090651448,3230963543,1168162263,4104185692
dimwishlist:item=3102421004&perks=4090651448,3230963543,1168162263,1015611457
dimwishlist:item=3102421004&perks=4090651448,3230963543,1168162263,3425386926
dimwishlist:item=3102421004&perks=4090651448,3230963543,1168162263,776531651
dimwishlist:item=3102421004&perks=4090651448,1087426260,1168162263,4104185692
dimwishlist:item=3102421004&perks=4090651448,1087426260,1168162263,1015611457
dimwishlist:item=3102421004&perks=4090651448,1087426260,1168162263,3425386926
dimwishlist:item=3102421004&perks=4090651448,1087426260,1168162263,776531651
dimwishlist:item=3102421004&perks=839105230,106909392,1168162263,4104185692
dimwishlist:item=3102421004&perks=839105230,106909392,1168162263,1015611457
dimwishlist:item=3102421004&perks=839105230,106909392,1168162263,3425386926
dimwishlist:item=3102421004&perks=839105230,106909392,1168162263,776531651
dimwishlist:item=3102421004&perks=839105230,3230963543,1168162263,4104185692
dimwishlist:item=3102421004&perks=839105230,3230963543,1168162263,1015611457
dimwishlist:item=3102421004&perks=839105230,3230963543,1168162263,3425386926
dimwishlist:item=3102421004&perks=839105230,3230963543,1168162263,776531651
dimwishlist:item=3102421004&perks=839105230,1087426260,1168162263,4104185692
dimwishlist:item=3102421004&perks=839105230,1087426260,1168162263,1015611457
dimwishlist:item=3102421004&perks=839105230,1087426260,1168162263,3425386926
dimwishlist:item=3102421004&perks=839105230,1087426260,1168162263,776531651

//notes: A weapon to match up against Palindrome as the new best PvP Energy Handcannon. With good PvE rolls, this gun truly shines in PvP. With a huge number of PvP perks, a pure dueling roll with Rangefinder and EotS might be the best for general use - but you can get a lot of work out of many of the more kill focused perks tags:pvp
dimwishlist:item=3102421004&perks=1482024992,3142289711,2846385770,699525795
dimwishlist:item=3102421004&perks=1482024992,3142289711,2846385770,1015611457
dimwishlist:item=3102421004&perks=1482024992,3142289711,2846385770,1195158366
dimwishlist:item=3102421004&perks=1482024992,3142289711,2450788523,699525795
dimwishlist:item=3102421004&perks=1482024992,3142289711,2450788523,1015611457
dimwishlist:item=3102421004&perks=1482024992,3142289711,2450788523,1195158366
dimwishlist:item=3102421004&perks=1482024992,3142289711,1821614984,699525795
dimwishlist:item=3102421004&perks=1482024992,3142289711,1821614984,1015611457
dimwishlist:item=3102421004&perks=1482024992,3142289711,1821614984,1195158366
dimwishlist:item=3102421004&perks=1482024992,3230963543,2846385770,699525795
dimwishlist:item=3102421004&perks=1482024992,3230963543,2846385770,1015611457
dimwishlist:item=3102421004&perks=1482024992,3230963543,2846385770,1195158366
dimwishlist:item=3102421004&perks=1482024992,3230963543,2450788523,699525795
dimwishlist:item=3102421004&perks=1482024992,3230963543,2450788523,1015611457
dimwishlist:item=3102421004&perks=1482024992,3230963543,2450788523,1195158366
dimwishlist:item=3102421004&perks=1482024992,3230963543,1821614984,699525795
dimwishlist:item=3102421004&perks=1482024992,3230963543,1821614984,1015611457
dimwishlist:item=3102421004&perks=1482024992,3230963543,1821614984,1195158366
dimwishlist:item=3102421004&perks=1482024992,3177308360,2846385770,699525795
dimwishlist:item=3102421004&perks=1482024992,3177308360,2846385770,1015611457
dimwishlist:item=3102421004&perks=1482024992,3177308360,2846385770,1195158366
dimwishlist:item=3102421004&perks=1482024992,3177308360,2450788523,699525795
dimwishlist:item=3102421004&perks=1482024992,3177308360,2450788523,1015611457
dimwishlist:item=3102421004&perks=1482024992,3177308360,2450788523,1195158366
dimwishlist:item=3102421004&perks=1482024992,3177308360,1821614984,699525795
dimwishlist:item=3102421004&perks=1482024992,3177308360,1821614984,1015611457
dimwishlist:item=3102421004&perks=1482024992,3177308360,1821614984,1195158366
dimwishlist:item=3102421004&perks=1482024992,2420895100,2846385770,699525795
dimwishlist:item=3102421004&perks=1482024992,2420895100,2846385770,1015611457
dimwishlist:item=3102421004&perks=1482024992,2420895100,2846385770,1195158366
dimwishlist:item=3102421004&perks=1482024992,2420895100,2450788523,699525795
dimwishlist:item=3102421004&perks=1482024992,2420895100,2450788523,1015611457
dimwishlist:item=3102421004&perks=1482024992,2420895100,2450788523,1195158366
dimwishlist:item=3102421004&perks=1482024992,2420895100,1821614984,699525795
dimwishlist:item=3102421004&perks=1482024992,2420895100,1821614984,1015611457
dimwishlist:item=3102421004&perks=1482024992,2420895100,1821614984,1195158366
dimwishlist:item=3102421004&perks=4090651448,3142289711,2846385770,699525795
dimwishlist:item=3102421004&perks=4090651448,3142289711,2846385770,1015611457
dimwishlist:item=3102421004&perks=4090651448,3142289711,2846385770,1195158366
dimwishlist:item=3102421004&perks=4090651448,3142289711,2450788523,699525795
dimwishlist:item=3102421004&perks=4090651448,3142289711,2450788523,1015611457
dimwishlist:item=3102421004&perks=4090651448,3142289711,2450788523,1195158366
dimwishlist:item=3102421004&perks=4090651448,3142289711,1821614984,699525795
dimwishlist:item=3102421004&perks=4090651448,3142289711,1821614984,1015611457
dimwishlist:item=3102421004&perks=4090651448,3142289711,1821614984,1195158366
dimwishlist:item=3102421004&perks=4090651448,3230963543,2846385770,699525795
dimwishlist:item=3102421004&perks=4090651448,3230963543,2846385770,1015611457
dimwishlist:item=3102421004&perks=4090651448,3230963543,2846385770,1195158366
dimwishlist:item=3102421004&perks=4090651448,3230963543,2450788523,699525795
dimwishlist:item=3102421004&perks=4090651448,3230963543,2450788523,1015611457
dimwishlist:item=3102421004&perks=4090651448,3230963543,2450788523,1195158366
dimwishlist:item=3102421004&perks=4090651448,3230963543,1821614984,699525795
dimwishlist:item=3102421004&perks=4090651448,3230963543,1821614984,1015611457
dimwishlist:item=3102421004&perks=4090651448,3230963543,1821614984,1195158366
dimwishlist:item=3102421004&perks=4090651448,3177308360,2846385770,699525795
dimwishlist:item=3102421004&perks=4090651448,3177308360,2846385770,1015611457
dimwishlist:item=3102421004&perks=4090651448,3177308360,2846385770,1195158366
dimwishlist:item=3102421004&perks=4090651448,3177308360,2450788523,699525795
dimwishlist:item=3102421004&perks=4090651448,3177308360,2450788523,1015611457
dimwishlist:item=3102421004&perks=4090651448,3177308360,2450788523,1195158366
dimwishlist:item=3102421004&perks=4090651448,3177308360,1821614984,699525795
dimwishlist:item=3102421004&perks=4090651448,3177308360,1821614984,1015611457
dimwishlist:item=3102421004&perks=4090651448,3177308360,1821614984,1195158366
dimwishlist:item=3102421004&perks=4090651448,2420895100,2846385770,699525795
dimwishlist:item=3102421004&perks=4090651448,2420895100,2846385770,1015611457
dimwishlist:item=3102421004&perks=4090651448,2420895100,2846385770,1195158366
dimwishlist:item=3102421004&perks=4090651448,2420895100,2450788523,699525795
dimwishlist:item=3102421004&perks=4090651448,2420895100,2450788523,1015611457
dimwishlist:item=3102421004&perks=4090651448,2420895100,2450788523,1195158366
dimwishlist:item=3102421004&perks=4090651448,2420895100,1821614984,699525795
dimwishlist:item=3102421004&perks=4090651448,2420895100,1821614984,1015611457
dimwishlist:item=3102421004&perks=4090651448,2420895100,1821614984,1195158366
dimwishlist:item=3102421004&perks=3250034553,3142289711,2846385770,699525795
dimwishlist:item=3102421004&perks=3250034553,3142289711,2846385770,1015611457
dimwishlist:item=3102421004&perks=3250034553,3142289711,2846385770,1195158366
dimwishlist:item=3102421004&perks=3250034553,3142289711,2450788523,699525795
dimwishlist:item=3102421004&perks=3250034553,3142289711,2450788523,1015611457
dimwishlist:item=3102421004&perks=3250034553,3142289711,2450788523,1195158366
dimwishlist:item=3102421004&perks=3250034553,3142289711,1821614984,699525795
dimwishlist:item=3102421004&perks=3250034553,3142289711,1821614984,1015611457
dimwishlist:item=3102421004&perks=3250034553,3142289711,1821614984,1195158366
dimwishlist:item=3102421004&perks=3250034553,3230963543,2846385770,699525795
dimwishlist:item=3102421004&perks=3250034553,3230963543,2846385770,1015611457
dimwishlist:item=3102421004&perks=3250034553,3230963543,2846385770,1195158366
dimwishlist:item=3102421004&perks=3250034553,3230963543,2450788523,699525795
dimwishlist:item=3102421004&perks=3250034553,3230963543,2450788523,1015611457
dimwishlist:item=3102421004&perks=3250034553,3230963543,2450788523,1195158366
dimwishlist:item=3102421004&perks=3250034553,3230963543,1821614984,699525795
dimwishlist:item=3102421004&perks=3250034553,3230963543,1821614984,1015611457
dimwishlist:item=3102421004&perks=3250034553,3230963543,1821614984,1195158366
dimwishlist:item=3102421004&perks=3250034553,3177308360,2846385770,699525795
dimwishlist:item=3102421004&perks=3250034553,3177308360,2846385770,1015611457
dimwishlist:item=3102421004&perks=3250034553,3177308360,2846385770,1195158366
dimwishlist:item=3102421004&perks=3250034553,3177308360,2450788523,699525795
dimwishlist:item=3102421004&perks=3250034553,3177308360,2450788523,1015611457
dimwishlist:item=3102421004&perks=3250034553,3177308360,2450788523,1195158366
dimwishlist:item=3102421004&perks=3250034553,3177308360,1821614984,699525795
dimwishlist:item=3102421004&perks=3250034553,3177308360,1821614984,1015611457
dimwishlist:item=3102421004&perks=3250034553,3177308360,1821614984,1195158366
dimwishlist:item=3102421004&perks=3250034553,2420895100,2846385770,699525795
dimwishlist:item=3102421004&perks=3250034553,2420895100,2846385770,1015611457
dimwishlist:item=3102421004&perks=3250034553,2420895100,2846385770,1195158366
dimwishlist:item=3102421004&perks=3250034553,2420895100,2450788523,699525795
dimwishlist:item=3102421004&perks=3250034553,2420895100,2450788523,1015611457
dimwishlist:item=3102421004&perks=3250034553,2420895100,2450788523,1195158366
dimwishlist:item=3102421004&perks=3250034553,2420895100,1821614984,699525795
dimwishlist:item=3102421004&perks=3250034553,2420895100,1821614984,1015611457
dimwishlist:item=3102421004&perks=3250034553,2420895100,1821614984,1195158366

//notes: tags:pve
dimwishlist:item=3102421004&perks=1168162263,4104185692
dimwishlist:item=3102421004&perks=1168162263,1015611457
dimwishlist:item=3102421004&perks=1168162263,3425386926
dimwishlist:item=3102421004&perks=1168162263,776531651

//notes: A weapon to match up against Palindrome as the new best PvP Energy Handcannon. With good PvE rolls, this gun truly shines in PvP. With a huge number of PvP perks, a pure dueling roll with Rangefinder and EotS might be the best for general use - but you can get a lot of work out of many of the more kill focused perks tags:pvp
dimwishlist:item=3102421004&perks=2846385770,699525795
dimwishlist:item=3102421004&perks=2846385770,1015611457
dimwishlist:item=3102421004&perks=2846385770,1195158366
dimwishlist:item=3102421004&perks=2450788523,699525795
dimwishlist:item=3102421004&perks=2450788523,1015611457
dimwishlist:item=3102421004&perks=2450788523,1195158366
dimwishlist:item=3102421004&perks=1821614984,699525795
